id,title,recordLink,media,creditLine,date,notes,physicalDescription,object_type,topic
ld1-1643399134763-1643399189298-0,"Fire Helmet, ""CANADAIGUA HOSE 3""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05045', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05044', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05046', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05047', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05048', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05043']",Gift of CIGNA Museum and Art Collection,1900s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189286-0,Shiffler Company Cape,,['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2012q28334'],Gift of CIGNA Museum and Art Collection,1870s,"Some early American firefighters wore capes for protection, ornamentation, and identification. The stiff oil cloth protected their shoulders and upper body against fiery embers and water, and the decorative painting served to identify company members at chaotic fire scenes or on parade. The capes were often painted by local sign painters, some skilled artists like John A. Woodside, who also painted the company’s hats and banners and decorated their fire engines. Many of the capes in the firefighting collection display patriotic names and symbolism, reflecting themes important to 19th century volunteers, as well as the pride they felt in the early founding date of their fire company.",oil cloth (overall material),"cape, fire uniform",Firefighting Capes
ld1-1643399134763-1643399189387-0,"Fire Helmet, ""1804""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05385', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05384', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05386', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05387', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05388', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05383']",Gift of CIGNA Museum and Art Collection,1900s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189377-0,"Fire Helmet, ""Hibernia""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05343', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05342', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05344', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05341']",Gift of CIGNA Museum and Art Collection,1900s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189407-0,"Fire Helmet, ""Cheif Engineer C.F.D.""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05463', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05462', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05464', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05465', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05461']",Gift of CIGNA Museum and Art Collection,1880s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1645695008349-1645695024347-0,U.S. Army forage cap,https://nmaahc.si.edu/object/nmaahc_2019.99.1,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_99_1_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_99_1_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_99_1_003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_99_1_004', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_99_1_005', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_99_1_006', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_99_1_007']",Collection of the Smithsonian National Museum of African American History and Culture,1860s,"A U.S. Model 1858 Forage Cap. The crown of the cap is made from dark blue wool broadcloth with two (2) vent holes on each side. The top of the crown has a brass infantry bugle insignia with the letter “K” inside it. The top of the crown also a white and blue Army of the Potomac 2nd Corps, 3rd Division badge sewn at center. It is lined with black cotton and has an interior hat band of brown leather. The bill is made from paperboard covered in black leather on the top and bottom sides. A black leather chin strap is attached above the bill from left to right, with one (1) gilt brass US military eagle insignia button at each end of the strap. A gilt brass buckle is attached to the middle of the strap.","felt, leather, metal, cloth",forage caps,"U.S. History, Civil War, 1861-1865"
ld1-1643399134763-1643399189303-0,"Fire Helmet, ""CHIEF D.I.T.""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05061', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05060', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05062', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05063', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05059', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05064', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05065']",Gift of CIGNA Museum and Art Collection,1860s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189354-0,"Fire Helmet, ""Reading Hose 1""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05253', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05252', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05254', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05255', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05256', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05251']",Gift of CIGNA Museum and Art Collection,1900s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189404-0,"Fire Helmet, ""Friendship / 15 / 1796""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05452', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05451', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05453', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05454', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05455', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05450', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05456']",Gift of CIGNA Museum and Art Collection,1900s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189326-0,"Fire Helmet, ""Harmony 6 Fire Co.""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05145', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05144', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05146', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05147', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05143']",Gift of CIGNA Museum and Art collection,1850s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189338-0,"Fire Helmet, ""Mitchell IV Fire Co.""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05188', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05187', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05189', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05190', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05191', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05186']",Gift of CIGNA Museum and Art Collection,1820s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189367-0,"Fire Helmet, ""Veteran / Philadelphia""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05300', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05299', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05301', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05302', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05303', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05298']",Gift of CIGNA Museum and Art Collection,1900s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189346-0,"Fire Helmet, ""Veteran / Philadelphia""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05220', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05219', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05221', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05222', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05223', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05218']",Gift of CIGNA Museum and Art Collection,1900s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643398738600-1643398746720-0,Uniform cap owned by Pullman Porter Robert Thomas,https://nmaahc.si.edu/object/nmaahc_2012.75.1.1,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-70E76A5A981A2_4002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-70E76A5A981A2_4001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-70E76A5A981A2_4003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-70E76A5A981A2_4004', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-70E76A5A981A2_4005', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-70E76A5A981A2_4006', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-70E76A5A981A2_4007', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-70E76A5A981A2_5001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-70E76A5A981A2_5002']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of Descendants of Robert and Georgia Thomas, Pulaski, Tenn",1910s,"A Pullman Porter uniform cap owned by Robert Jackson Thomas. The cap has a stiff, black crown and a black plastic visor. Metal buttons are on both sides of the cap where the visor meets the crown. The buttons are silver colored with the word “PULLMAN” on it. An off white corded strap connects both buttons and rests on the visor. A tarnished silver colored plate at the front of the cap has black lettering that reads “PULLMAN / PORTER.” Four black metal grommets are found in the top of the hat. The interior liner is a strip of brown leather sutured together at the seam.","cloth, leather, metal, paper",Caps (headgear),Labor unions
ld1-1645695008349-1645695024350-0,U.S. Army forage cap,https://nmaahc.si.edu/object/nmaahc_2019.99.2,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_99_2_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_99_2_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_99_2_003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_99_2_004', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_99_2_005', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_99_2_006', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_99_2_007', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2019_99_2_008']",Collection of the Smithsonian National Museum of African American History and Culture,1860s,"A U.S. Model 1858 Forage Cap. The crown of the cap is made from dark blue wool broadcloth with two (2) vent holes on each side. The top of the crown has two crossed brass canons with the number “4” in front of them. It has a cotton liner with a maker’s label attached to the crown that reads ""M. & G. / No. 6 / N.Y."" It has an interior hat band of brown leather. The bill is made from paperboard covered in black leather on the top and bottom sides. A black leather chin strap is attached above the bill from left to right, with one (1) gilt brass US military eagle insignia button at each end of the strap. A gilt brass buckle is attached to the middle of the strap.","cloth with felt, leather and metal",forage caps,"U.S. History, Civil War, 1861-1865"
ld1-1643399134763-1643399189293-0,"Fire Helmet, ""Asst. Chief Engineer F. W. K.""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05010', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05011', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05012', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05013', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05014', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05015', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05016', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05009']",Gift of CIGNA Museum and Art Collection,1880s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1643399134763-1643399189381-0,"Fire Helmet, ""John Stagg, Chief Engineer, P.F.D.""",,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05356', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05357', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05358', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05359', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05360', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05361', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05362', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05363', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05354', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05355', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2008q05364']",Gift of CIGNA Museum and Art Collection,1900s,"The traditional American leather firefighter’s helmet with its distinctive long rear brim, frontpiece, and crest adornment was first developed around 1821-1836 in New York City. Henry T. Gratacap, a New York City luggage maker by trade, is often credited as the developer of this style of fire helmet. Gratacap created a specially treated leather helmet with a segmented “comb” design that led to unparalleled durability and strength. The elongated rear brim (also known as a duckbill or beavertail) and frontpiece were 19th century innovations that remain the most identifiable feature of firefighter’s helmets. The body of the helmet was primarily designed to deflect falling debris, the rear brim prevented water from running down firefighters’ backs, and their sturdy crowns could aid, if necessary, in breaking windows.",leather (overall material),Fire hats,Fire Helmets
ld1-1726224333315-1726224336231-1,Six paneled straw hat with wide brim,https://nmaahc.si.edu/object/nmaahc_2007.3.574,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_574_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_574_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_574_003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_574_004']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1930s,"A wide brimmed hat made from six panels of thin, transparent straw material sewn together. The crown button at the top of the hat is also composed of straw. The interior of the hat is unlined and there is no label.",straw,Hats,Millinery
ld1-1726224333315-1726224336199-0,Grey fascinator with bow and veil,https://nmaahc.si.edu/object/nmaahc_2007.3.404,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_404_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_404_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_404_003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_404_004', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_404_006']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1930s,"A grey fascinator with a large bow and net veil. The body of the fascinator is made of a singular piece of blocked wool felt. It fits closely to the head and extends further down on the proper right side. At the crown on the proper right side there are two triangular cut outs. Both of these cut outs are outlined with two rows of black glass beads. A large self-fabric bow embellished with two rows of black beads is hand stitched to the proper left side of the hat. The net veil is attached thought out the crown of the hat with basting stitches. Small ornamental tufts of velvet are placed through the net veil. Wire is placed along the perimeter of the hat top hold its shape. In the interior of the hat, black petersham ribbon is placed along the perimeter. A label is stitched to the interior of the hat on the proper right side that reads [SALINGER’S HATS INC.”] in black and red script.","wool felt, synthetic velvet, nylon net, petersham rayon ribbon, metal wire and glass beads",Hats,Millinery
ld1-1726829471747-1726829474245-0,Green conical crochet hat,https://nmaahc.si.edu/object/nmaahc_2007.3.482,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_482_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_482_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_482_003']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1970s,"A conical hat, crocheted with a green wool yarn. The yarn is crochet in a pulled loop pile stitch. The interior of the hat is unlined and there is no label.",wool and synthetic dye,Hats,Millinery
ld1-1643399134763-1643399189157-0,Fairmount Fire Company Fire Hat,,"['https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05063', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05064', 'https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2006q05065']",Gift of CIGNA Museum and Art Collection,1860s,"The emblem painted on this Fairmount Fire Company's parade hat was inspired by William Rush's sculpture entitled ""Nymph and Bittern."" This somewhat feminine symbol seems unusual until the history of the sculpture is known. The artwork was part of a fountain commissioned to commemorate the completion of Philadelphia's new water system in 1822. The system was state-of-the-art, and the statue was considered the best piece of public art in America. Wearing these hats linked the Fairmount Company with Philadelphia's technological advancement, cultural supremacy, and proud fire fighting history.",painted (overall production method/technique),Fire hats,Art
ld1-1726224333315-1726224336229-1,Purple oblong hat with puckered fabric and rhinestones,https://nmaahc.si.edu/object/nmaahc_2007.3.569ab,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_569a_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_569a_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_569a_003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_569a_005', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_569b_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_569b_002']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1960s,"A purple oblong, beret-style hat (a) covered in purple puckered fabric with original price tag (b). A line of faux crystal rhinestones encircles the outer crown of the hat. The interior of the hat is lined with a black synthetic fabric. A black Petersham ribbon lines the interior crown and a black, elastic chin strap is attached under the Petersham ribbon. A yellow fabric tag with a red border is stitched to the center back interior of the hat. The fabric tag reads [Mertize Millinery. Detroit, Michigan] in red font. The hat has an accompanying price tag reading [$50.00] printed in black on off-white paper.","Synthetic silk, rayon, cellulose acetate, metal wire, buckram, elastic, rayon, Petersham ribbon, plastic, and rhinestone",Hats,Millinery
ld1-1726829471747-1726829474258-0,White hat with striped trims and black bow,https://nmaahc.si.edu/object/nmaahc_2007.3.549,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_549_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_549_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_549_003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_549_005']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1980s,A white brimmed hat with black and white striped trims and a black bow. The hat is made of white polyvinyl chloride with black and white striped acetate trim set on the bias. The trim is on hat’s crown and brim and glued to the polyvinyl chloride. A double looped large black bow made of crin with plastic rhinestones at the bow’s center is tacked to the base of the crown. There is a wire running along the edge of the brim and a white synthetic ribbon sweatband. A black elastic chin strap is adhered at the sides of the hat at the sweatband. A black rayon label is sewn at the back of the hat along the sweatband and reads [WHITTALL & SHON MADE IN U.S.A.] in white script.,"polyvinyl chloride, acetate, plastic crin, gimp, elastic, synthetic ribbon, rhinestones, wire, and adhesive",Hats,Millinery
ld1-1726829471747-1726829474254-0,Navy blue hat with bow,https://nmaahc.si.edu/object/nmaahc_2007.3.537,"['https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_537_001', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_537_002', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_537_003', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_537_005', 'https://ids.si.edu/ids/deliveryService?id=NMAAHC-2007_3_537_007']","Collection of the Smithsonian National Museum of African American History and Culture, Gift of the Black Fashion Museum founded by Lois K. Alexander-Lane",1960s,A fur navy blue hat with a rounded crown. A pre-tied bow made of petersham rayon ribbon is glued to the center back of the hat. The interior of the hat is unlined and has a black petersham rayon ribbon sweatband. Metal wire is sewn around the circumference of the hat under the petersham ribbon. A label is sewn to the interior and reads [Franklin Simon] in black thread. Faded text in white is stamped to the crown’s interior that reads [Martelle].,"fur, wire, petersham rayon ribbon, and adhesive",Hats,Millinery
